"America's Weird Laws FREE! Fun, Dumb, Crazy, Strange, Stupid & Cool Law Trivia by the Random State!","Michael Quach","America's Weird Laws! Read these awesomely crazy, strange, odd, bizarre, dumb, funny, random and extremely weird laws in the United States of America! You won't believe how absurd and stupid some of these laws are! It is unknown if some of these laws are still in effect, but they are nevertheless fun to read and share with others. App Features: - Save your favorite weird laws!- Share your favorite weird laws via Email!- SMS your favorite weird laws!- Post your favorite weird laws directly to Facebook!  Enjoy!Great reviews from our loyal users:""Super funny!!! This is one of the best apps I have.  There are a lot of really crazy laws that will entertain you for hours.  I would definitely recommend this app!!!""""Perfect! Makes my day!""""Good, clean fun! The new favorite feature is just what I wanted!""""Surprisingly funny! I didn't expect these laws to be this funny.  I recommend this app!""""LOL! These laws are obviously not upheld now.  I think they are fun to read and I can picture some of them being very much enforced at different time periods. LOL!""Legal Disclaimer: This application provides the information content on an 'as is' and 'as available' basis. No warranty is expressed or implied that the contents of this application are 100% accurate or up-to-date. In no event shall the creator of this application be liable in any manner for any direct, incidental, consequential, indirect or punitive damages arising out of your access, use or inability to use this application, or any errors or omissions in the information on this application. The creator of this application reserves the right at any time and from time to time to add, change, modify, update, or discontinue, temporarily or permanently, this application (or any part thereof) with or without notice. The creator of this application shall not be liable to you or to any third party for any addition, modification, suspension or discontinuance of this application.","Free","Books","7.1 MB","Michael Quach","4 stars","25 Ratings","https://itunes.apple.com/us/app/americas-weird-laws-free!/id423245659?mt=8""
"
"Compass 42","DOUBLE U s.r.o.","""Simplicity is the ultimate sophistication""The ultimate answer to compass, life, universe and everything :)Simple. Fast. Beautiful. Fits your iPhone perfectly...Exactly what you need. Nothing less, nothing more: • fast • simple • beautiful • retina & iPhone 5 display support • FREE** ad supported with cheapest-possible in-app purchase to remove ads permanently","Free","Navigation","12.2 MB","DOUBLE U s.r.o.","2 stars","717 Ratings","https://itunes.apple.com/us/app/compass-42/id421662224?mt=8""
"
"NYC Bus Time - Live and schedule arrival for New York City MTA buses route, stop, direction","yongerp","With this app you don’t have to wait at the bus stop for the bus to come. It will tell you exactly when the bus will come to your stop. First select the neaby route, direction and the stop that you want to get bus arrival times. This app will give you exact time bus arrival at your selected stop.Features: -MTA bus tracker for New York City! We bring you Bus Tracker information, right to your mobile device! Data by MTA.-Closest Routes lookup based on your phone GPS location (unlimited route) -Favorite your route for quick home access Staten Islanders are the first to receive real-time bus information on a borough-wide basis. Every bus and bus route that operates in Staten Island can be tracked in real time on the Internet, smart phones and by text message to any cell phone. Next will be Bronx in 2012. And the rest of NYC will be covered by end of 2013. Enjoy!Cost: Free","Free","Travel","3.4 MB","yong chong loh","4 stars","364 Ratings","https://itunes.apple.com/us/app/nyc-bus-time-live-schedule/id516387951?mt=8""
"
"Where's My Water?","Disney","Get the GAME OF THE YEAR award-winning puzzler!Help Swampy by guiding water to his broken shower. Each level is a challenging physics-based puzzle with amazing life-like mechanics. Cut through dirt to guide fresh water, dirty water, toxic water, steam, and ooze through increasingly challenging scenarios! Every drop counts!• Original Stories & Characters – Play through 4 unique stories featuring Swampy, Allie, Cranky and Mystery Duck. That’s over 500 amazing puzzles!• Innovative Mechanic – See water in various forms and use your creativity to solve the puzzles – totally stimulating! • Collectibles, Challenges, and Bonus Levels – Collect special items uniquely designed for each character and complete cool challenges to unlock bonus levels! “Tri-Duck” each level for ultimate bragging rights!• Synchronization – Share your hard earned progress across multiple iOS 5 devices!SWAMPY’S STORY Swampy the Alligator lives in the sewers under the city. He’s a little different from the other alligators – he’s curious, friendly, and loves taking a nice long shower after a hard day at work. But there’s trouble with the pipes and Swampy needs your help getting water to his shower! ALLIE’S STORYAllie is the sewer's most creative alligator. Her quirky spirit and artistic talents made her a star. Now, the gators have crafted a one-of-a-kind steam-powered musical instrument, and can't wait to hear her play it! Help Allie get the steam she needs and enjoy her take on classic Disney tunes.CRANKY’S STORY Cranky, a real gator’s gator, has a big appetite and will eat anything, from tires to old fish bones. But he refuses to eat his greens! Use the dirty purple water to clear the algae on Cranky’s plate so he can gobble up his “food”. MYSTERY DUCK Catch this fancy teleporting Mystery Duck in this special chapter and hint hint - timing is everything! Find all kinds of surprises including the biggest duck ever, MegaDuck and cute little Ducklings! Some stories may require a small additional price but try the FREE levels today!Visit www.facebook.com/WheresMyWater for more hints, tips and secrets. Follow Swampy @SwampyTheGator on Twitter.Before you download this experience, please consider that this app contains social media links to connect with others, in-app purchases that cost real money, as well as advertising for The Walt Disney Family of Companies and some third parties.","$1.99","Games","50.8 MB","Disney Electronic Content, Inc.","4 and a half stars","2262 Ratings","https://itunes.apple.com/us/app/wheres-my-water/id449735650?mt=8""
"
"CleverCards: Photo Personalized Birthday & Greeting Cards","Cleverbug Birthday & Greeting Cards","Send the perfect card in minutes! Create personalized birthday and greeting cards straight from your iPhone or iPad and we’ll print and deliver them locally anywhere in the world. You can also create and share FREE digital eCards to post to Facebook and email OR upgrade to CleverCards Premium to get unlimited access to eCards from the premium collection, add personal video and audio messages to eCards and share eCards by Facebook Messenger and text message.Printed Paper CardsYou make the cards and we print them on premium glossy card stock and mail them for you to anywhere in the world!Free Digital eCardsNo more boring birthday wall posts! Make your friends personalized digital eCards for Facebook or email. CleverCards Premium eCards Get exclusive and unlimited access to our premium eCard collection and extra features. Extra features include adding personal audio and video greetings to your eCards and sending them with Facebook Messenger.As seen on the Today Show, CNET, Wall Street Journal, Techcrunch, The Next Web and more. Celebrating 100 million birthdays and counting! How it works - Connect to your Facebook to automatically create your own unique card store - See upcoming birthdays and events - Add family and friends not on Facebook to your friend list - Personalize your cards with photos and a special message - Send printed paper cards to anywhere in the world – we mail your cards for you - Schedule delivery so that your cards arrive when you want them to - Send FREE digital eCards via Facebook and email- Upgrade to CleverCards Premium to add personal audio and video greetings to eCards and to send with Facebook Messenger- Receive birthday reminders so you never miss a birthday - Remind mutual friends about upcoming birthdays CleverCards for all occasions - Birthdays - Just Because cards- Father's Day- Easter cards- Engagement announcements - Congratulations - Wedding invites - Thank You cards - Anniversary & Love- Baby’s Firsts - Pets - Humor- Graduation- Get Well cards - Everyday cardsand more! About CleverCards - Personalized photo cards, eCards, eCard keepsakes and more - Over 2,000 card designs - many FREE to post to Facebook or email- Personalized audio and video eCard greetings included in CleverCards Premium- Landscape & portrait folded cards available - Printed on premium card stock in glossy or high quality matte finish- Delivered locally anywhere in the worldWhat people are saying “I loved my card so much I downloaded the app so I could send cards too!!” “My mom loved her card so much she actually cried happy tears!”","Free","Catalogs","10.4 MB","KP TRS Investments Ltd","4 stars","15 Ratings","https://itunes.apple.com/us/app/clevercards-photo-personalized/id573523591?mt=8""
"
"NetBenefits","Fidelity Investments","The NetBenefits® smartphone app gives you the ability to access your Fidelity workplace accounts — including retirement, stock, and pension plans, plus the health benefits you’re enrolled in — right on your iPhone® or iPod touch®.SEE HOW YOU’RE DOINGInteractive features like the Retirement Readiness Quiz and Peer Comparison help you visualize how your retirement savings stack up against others like you — just by answering a few quick questions. GET THE HELP YOU NEEDCall a rep – instantly connect to customer support by tapping “Give Us a Call.” Or visit the Library for financial educational information to better understand your options and make informed choices for retirement planning. Browse our collection of articles, videos, and podcasts.MONITOR YOUR ACCOUNTS•	Retirement Accounts — Keep your financial goals on track by monitoring your plan balances (including pension, if available) and investments, your plan’s account performance, and more. •	Stock Plans — Monitor your stock plan account information, exercise employee stock options, and accept grants. •	Health & Insurance — Get a complete view of the medical, dental, and vision health and insurance plans you are enrolled in, as well as in- and out-of-network costs, coverage information, and provider contacts. •	Other Accounts — Review other Fidelity accounts, like 529 college savings plan accounts and brokerage accounts, to see how they contribute to your overall financial strategy.Additional InformationThe NetBenefits® smartphone app is available to individuals who have one or more employer-sponsored workplace benefits provided by Fidelity Investments. Please note that the app is currently not available for use with Fidelity-serviced HR/Payroll plans.Employer-sponsored account functionality includes transactions for employee stock plans, as well as investment and contribution changes for retirement plans (availability may vary depending on plan); for all other accounts, functionality is limited to viewing account balances, history, positions, year-to-date performance, and benefits information.NetBenefits and the NetBenefits design logo are registered service marks of FMR LLC. The images below are for illustrative purposes only.","Free","Finance","13.6 MB","Fidelity Investments","4 stars","25 Ratings","https://itunes.apple.com/us/app/netbenefits/id640179084?mt=8""
"
"Coupon Sherpa: Free Coupons & Shopping App","Coupon Sherpa, LLC","iTunes Staff Favorite!Saving money has never been easier thanks to the free Coupon Sherpa app for iPhone. Revolutionize your couponing experience with access to hundreds of in-store and local coupons for your favorite retailers and restaurants. Just present the coupon you want to use to the cashier and they will scan it directly from your mobile device. Now wherever you have service or Wi-Fi, you have access to amazing deals and discounts. The Coupon Sherpa app for iPhone is also loaded with helpful features including favorites lists, store locators and easy social sharing options to make your shopping experience better than ever.• No cutting, clipping or printing is ever necessary.• Use GPS to find coupons for local stores and restaurants in your area.• Save your favorite stores and easily share deals via Facebook, Twitter, text and email.• Find discounts and sales from popular retailers like Kohl's, Sears, Office Depot, Best Buy and hundreds more.• Sort coupons by categories like clothing, shoes, department stores and electronics.","Free","Lifestyle","11.8 MB","Coupon Sherpa, LLC","2 and a half stars","8838 Ratings","https://itunes.apple.com/us/app/coupon-sherpa-free-coupons/id309938343?mt=8""
"
"You Need A Map","GrangerFX","If you get lost or in an emergency, YOU NEED A MAP! A map that works everywhere even without a cell phone signal. A map that shows not just roads but also terrain, streams, lakes and other landmarks. A map that covers the entire USA, all 50 states. Sure, your iPhone has a great built in map but all it takes is one wrong turn and you could find yourself stuck in the snow behind a locked gate with no cell phone signal. What is the fastest way back to the highway? Should you go forwards or back? Is there a better road just a short distance away? Is there a raging stream or an steep cliff between you and the road? YOU NEED A MAP! You Need A Map is a huge application. It has to be. It contains every mountain, hill, stream, lake, pond, freeway, highway, local road and track from two large online databases compressed into a 2GB app. In addition it contains many buildings, trails, railways, points of interest and polygon features. It has everything you need to find out where you are and what is around you anywhere in the USA. Most navigation apps on the iPhone must transfer their maps from servers on the internet. This can be slow in areas with only 2G coverage or completely unavailable in wilderness areas where a map would be most useful. You Need A Map solves this problem by rendering maps directly on your iPhone. This extremely fast high quality software renderer is the first of its kind for mobile devices. As you move, you will generate a track file which you can replay. You can also import GPX tracks generated in other programs and play them. While recording or playing a track, the map will be centered on the current location and rotated towards the direction of travel and rendered in 3D with silky smooth animation. When playing a track, you can speed up, slow down, pause, restart or skip to the end. Send your GPX tracks to other apps or e-mail them.Want to learn more about a map feature? Click the target icon to display its name, feature type, urban area, state, elevation and coordinates. You will also see a bearing line back to your current GPS location or from your location to a selected waypoint. The status will display the bearing direction and distance along with the map and GPS elevation, the track length, and your current speed and direction of travelYou Need A Map uses the same code as Scenic Map and has most of the same features. These include many map customization options, customizable waypoints, direction and bearing information, a smooth scrolling moving map display while driving or flying, city search and much more. You can also get the full feature set of Scenic Map with an in-app purchase.Documentation, detailed coverage maps, installation guide and blog are available on ScenicMap.com You Need A Map covers the entire USA including all 50 states Map data © OpenStreetMap and contributors under the Open Database LicenseYou Need A Map supports GPS tracking while the app is in the background. Caution: Continued use of GPS running in the background can dramatically decrease battery life.","Free","Navigation","1.99 GB","Mark Granger","3 and a half stars","11 Ratings","https://itunes.apple.com/us/app/you-need-a-map/id415545903?mt=8""
"
"Silva Relaxation- Relax, Relieve Stress, Focus, Meditate and Sleep Better with Guided Silva relaxation sounds","Mindvalley Creations Inc.","Join over 6 million people in 150+ countries that have used the science-backed Silva Method to make dramatic improvements in their lives. You can enjoy the benefits, too. Users say it is the ""perfect way to relax, unwind and de-stress."" Enjoy a calmer, happier you with the Silva Relax meditation app.","Free","Health & Fitness","72.4 MB","Mindvalley Creations Inc.","4 and a half stars","79 Ratings","https://itunes.apple.com/us/app/silva-relaxation-relax-relieve/id388542764?mt=8""
"
"Ask Anything at Spring.me","Formspring.me, Inc","Meet people like you with Questions & Answers * The new app from Spring.me (formerly Formspring) is the next best way to meet new people. * Ask & answer, smile, chat & laugh with millions of Spring.me members & make amazing new friends from all over the world.Thousands of interesting and fun Questions & Answers * Ask and answer - anybody about anything - at any time! * Discover more about yourself & the world around you. * There are hundreds of fun conversations and chats to join in. Be daring, be anonymous or just be yourself. * Unlike on Facebook, you don’t have to pretend to be someone you’re not. * It’s anonymous, so you can truly be yourself. * Just being yourself is the best way to meet people who share the same views and interests. Find, follow & meet new people – it’s fun! * Whether you are looking for fun, a friend, a flirt or even a fling, you’ll find someone or something here. * You can see everyone online, see their photos, their questions & answers, so it’s easy to jump in and get started","Free","Social Networking","31.7 MB","Formspring.me, Inc","4 stars","2594 Ratings","https://itunes.apple.com/us/app/ask-anything-at-spring.me/id460151668?mt=8""
"
"Disney Photo Finish","Disney","Grab your best friends and make some awesome photos with Disney Photo Finish!Use over 150 FREE stickers featuring your favorite characters from Star Wars Rebels, Teen Beach Movie, Phineas and Ferb, Kickin It, Mighty Med, Lab Rats, Crash and Bernstein, the Radio Disney Music Awards and Shake It Up! Snap & DecorateSnap a photo or use one already on your device· Adjust and crop· Add, flip, resize and rotate stickers· Apply frames and filters to complete your masterpiece· Or try a Starring Role pack - where you can add your face into one of your favorite Disney Channel and Disney XD shows!  Be sure to come back regularly for awesome new stickers from your favorite Disney Channel and Disney XD shows!","Free","Photo & Video","87.5 MB","Disney Electronic Content, Inc.","4 stars","62 Ratings","https://itunes.apple.com/us/app/disney-photo-finish/id635539283?mt=8""
"
"Shopping Search by TheFind: Find and compare the lowest prices, coupons, and deals on clothes, shoes, home, beauty and more. Shop local stores or online.","TheFind.com","We are joining Facebook!For the last nine years, we've worked hard to bring you a shopping experience that's easy, efficient and fun - searching all the stores on the web to find just the right products you're looking to buy.We are now starting our next chapter by combining forces with Facebook to do even more for consumers. Facebook's resources and platform give us the opportunity to scale our expertise in product sourcing to the over 1 billion people that use the platform.Key members of our team are joining the company and will be working hard to integrate our technology to make the ads you see on Facebook every day better and more relevant to you.Unfortunately, this means we will be taking our search engine offline in the next few weeks.Thank you for your loyalty and for making this a fun journey for all of us!- TheFind Team-----------------------------------------Browse and shop with the only shopping app you will ever need. Save 50% or more on your favorite products from top brands and stores like Nike, H&M;, Forever 21, Macy’s, Target & Best Buy. Join 15 million shoppers who have found a better way to shop online. TheFind - One search. Every store. Any product. That means fashion, shoes, accessories, electronics, home and garden, and anything else you can think to buy.Shopping Search by TheFind has been nominated for the Webbys, featured in ""Best App” round ups on Mashable, VentureBeat, Forbes, Wall Street Journal, Huffington Post, Bloomberg, USA Today, Time, People Magazine & InStyle.About the mobile application:TheFind is your shopping engine for everything from practical home goods to the best deals and gifts on your shopping list, or a friend’s birthday or wedding registry. What if you could find anything that is for sale online, from any store, in one search? Shopping by TheFind does just that. The curated feeds show updates and special offers from popular stores and brands in Mens, Womens, Kids, Gadgets, Health/Beauty and Home . Customize your feeds, favorite stores, and saved products. Start your search with TheFind. Compare prices from multiple stores at once and get the best deals and the lowest prices available. Yes, you can pretty much search the whole shoppable web - from top stores to marketplaces - whenever, wherever. Get the best price available online, or scan a barcode and price match while in-store. Easily checkout at any online store. Features:• Get the most comprehensive shopping results available, anywhere• Shop seamlessly wherever, whenever on your iPhone, iPad, iPod or on TheFind.com• Get personalized shopping results based on your taste and style• Find and apply online deals and coupons to save even more• Scan barcodes quickly and accurately to get the best price available• See items available online and at local stores• Get a Price Match on items in stores like Best Buy, Walmart, Toy-R-Us and Target• Browse curated feeds with inspiration and promotions from your favorite stores and brands• Save your name, address & info to easily checkout at any online store on your iPadFor the best personalized shopping experience, sign-in with Facebook, Gmail or Yahoo! mail.Please note that we are a shopping search engine. We do not sell anything directly. We love to hear your feedback. Send us an email – iPhone_supoort@thefind.com or iPadSupport@thefind.com","Free","Lifestyle","15.2 MB","TheFind","4 stars","649 Ratings","https://itunes.apple.com/us/app/shopping-search-by-thefind/id664373778?mt=8""
"
"Feedly. Your RSS news reader.","DevHD","The web is an ocean of knowledge and inspiration. Everyday, new blogs, YouTube channels, Tumblrs and RSS feeds are flourishing. The feedly reader lets you curate and read what matters to you.Millions of people use feedly every day on their iPhone or iPad to connect to the blogs that matter to them. From tech to business to design to cooking to fashion, feedly helps you discover new Youtube channels, blogs or news sites you can add to your feedly and easily read in one place.Because it is powered by RSS, feedly is an open system: you can add any RSS feed to your feedly and easily read the content of that feed on the go. Just enter the URL of that feed in the search bar.Feedly integrates seamlessly with Facebook, Twitter, Evernote, Buffer, OneNote, Pinterest and LinkedIn so that you can easily share the stories you read in your feedly with your friends and colleagues.We believe in speed and simplicity. We spent a lot of time making sure that feedly is the best reader available on the iPhone and the iPad. The app loads fast and offer a simple and clean reading experience which will make your eyes happy.The best way to start is to search of a few blogs and youtube channels you read regularly and add them to your feedly.If you are looking for inspiration, you can open the search panel and browse some of our popular topics and discover the best blogs for tech, business, marketing, entrepreneurship, design, cooking, photography and more.Your mission is to deliver in one place all the knowledge and inspiration you need to keep ahead.Happy reading![We are hello@feedly.com and @feedly if you need support or want to report a bug]","Free","News","15.1 MB","DevHD Inc","4 and a half stars","1133 Ratings","https://itunes.apple.com/us/app/feedly.-your-rss-news-reader./id396069556?mt=8""
"
"iFormulas","Brendan Winter","IFormulas provides an clean slate to effortlessly look up mathematical formulas.Categories :Algebra, Calculus, Chemistry, Geometry, Electrical, Trigonometry, PhysicsFeatures:Hundreds of formulasSaves Tab Bar RearrangementsFavorite FormulasScrollable and Zoomable Formula View Suggestions are welcomed. Please shoot me a message if you find a mistake.","Free","Reference","7.5 MB","Brendan Winter","4 stars","31 Ratings","https://itunes.apple.com/us/app/iformulas/id346888659?mt=8""
"
"TheBlaze","Mercury Radio Arts, Inc.","TheBlaze is a news, information & entertainment network. TheBlaze iOS app gives you access to live and on demand video from TheBlaze TV, up-to-the-minute breaking news from TheBlaze.com, original commentary from TheBlaze Radio Network, and much more. Share compelling video clips and news articles with your friends via Facebook or Twitter. With the revamped newsreader, access to breaking news from TheBlaze.com is easier than ever! TheBlaze TV Plus Subscription In addition to all of the free news and video content available in the app, TheBlaze TV Plus subscription grants you full access to high quality programming, live or on demand, 24 hours a day, 7 days a week.  Get access to daily, thought provoking news and opinion shows like The Glenn Beck Program, Dana and Real News, provocative news magazine shows like For the Record, exclusive documentaries and original specials. One subscription for $9.99/month gives you access via your iPhone, iPad, iPod Touch, PC, Mac, or Roku. Some of the shows included in TheBlaze TV Plus Subscription (live and on demand):* The Glenn Beck Radio Program (live video) - weekdays 9am ET* Pat & Stu - weekdays 12pm ET* The Glenn Beck Program - weekdays 5pm ET* Dana – weekdays 6pm ET* Real News - weekdays 7pm ET* Liberty Treehouse – Saturdays 9am ET* The Wonderful World of Stu - Saturdays 10:30pm ET* PLUS: For The Record, Pursuit of the Truth, cutting-edge documentaries, and more! Access to TheBlaze TV Plus is available for $9.99 per month. You will be automatically billed $9.99 through iTunes every 30 days until you cancel your subscription. Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Your subscription can be managed and the auto-renewal may be turned off by going to the iTunes Account Settings after purchase. No cancellation of the current subscription is allowed during the active subscription period. About TheBlaze TheBlaze is a multi-platform news, information, entertainment, and e-commerce destination that offers high-quality programming and world class reporting.","Free","News","9.6 MB","Mercury Radio Arts, Inc.","3 and a half stars","13 Ratings","https://itunes.apple.com/us/app/theblaze/id414496806?mt=8""
"
"Merriam-Webster Dictionary","Merriam-Webster, Inc.","America's most useful and respected dictionary – redesigned for iOS 7 to make it even more enjoyable to use.In addition to all the definitions from Merriam-Webster's Collegiate Dictionary, the app offers voice search – to let you look up a word without having to spell it – along with an integrated thesaurus, example sentences, Quick Definitions, Word of the Day, Favorites, and more. It’s a great tool for reference, education, and vocabulary building.The app is free, and supported by ads.Features: * Voice Search * Integrated Thesaurus: Synonyms & Antonyms* Example Sentences* Quick Definitions* Audio Pronunciations* Word of the Day  * Favorites * Recent History - lets you keep track of the words you've looked up","Free","Reference","22.6 MB"," Merriam-Webster, Inc.","3 and a half stars","150 Ratings","https://itunes.apple.com/us/app/merriam-webster-dictionary/id399452287?mt=8""
"
"Entertainment Tonight - ET","CBS Interactive","ET is the authoritative source on entertainment and celebrity news with unprecedented access to Hollywood's biggest stars, exclusive behind-the-scenes looks at upcoming film and television projects, as well as the real story behind Hollywood's latest news.  With our free app you will get the latest breaking entertainment news, photos, and videos right on your iPhone!The ET app includes:•The latest entertainment news•Exclusive set visits•First looks at upcoming film and TV projects•Candid one-on-one interviews with Hollywood's greatest talents and celebrities•Hollywood's hottest film, TV, fashion, music, and awards storiesAll ET content is updated in real-time, so you never have to go without access to the latest breaking entertainment news!","Free","News","5.9 MB","CBS Mobile","3 stars","4583 Ratings","https://itunes.apple.com/us/app/entertainment-tonight-et/id307544289?mt=8""
"
"Chat for Omegle (Talk with Strangers)","FunPokes Inc.","Making new friends is now an entertaining iPhone and IPad experience.With ""Chat for Omegle"" you can chat with 1000's of other people who are ready to meet you. You can turn your next few minutes of down time into an exciting conversation. Don't waste your time. Make a new friend anywhere, anytime.IMPORTANT NOTE: ""Chat for Omegle"" is not affiliated with Omegle or omegle.com in any way. Features Include:   - Chat with thousands of people around the world   - Landscape and portrait support   - Clean user interface   - Automatic Scrolling","Free","Social Networking","12.0 MB","FunPokes, Inc.","3 stars","105 Ratings","https://itunes.apple.com/us/app/chat-for-omegle-talk-strangers/id447269854?mt=8""
"
"Western Union Money Transfer","Western Union Holdings, Inc.","The power to send money around the world is in your pocket with the Western Union Money Transfer® app.•Send money on-the-go, anytime, to more than 200 countries and territories. •Send money to hundreds of companies, with more businesses added regularly.•Set up money transfers on your mobile and complete them at an agent location. •Track a money transfer directly from your mobile device.•Map to agent locations, and get directions, hours, and a list of services.•Figure out the estimated price of your transaction before send.•View past or pending transactions and update your contacts, personal information, and payment methods.The Western Union® mobile app has everything you need to send money transfers quickly and easily.LEGAL DISCLAIMER*Limits and fees for sending money vary based on the transaction history, receiver’s country, location, and delivery method.","Free","Finance","12.7 MB","The Western Union Company","4 and a half stars","10 Ratings","https://itunes.apple.com/us/app/western-union-money-transfer/id424716908?mt=8""
"
"WSVN - 7 News Miami","Sunbeam Television Corp.","South Florida’s leader in breaking news, weather, and sports brings you the 7News app. The best way to stay informed on the go! We provide our news content, formatted to fit your iOS device. We have a lot of great content. Here is some of what our app has to offer:* Push notifications for major breaking stories* Live video streams (7News Live, Press Conference and more).* Weather radar and animated radar help you to see what is going on and what is coming up* Weather Alerts* Latest consumer recalls * Horoscope and lottery resultsWe strive to provide you with the best in local news and info, so check out our app and watch for updates as we make it even better.","Free","News","16.7 MB","Sunbeam Television Corp.","5 stars","8 Ratings","https://itunes.apple.com/us/app/wsvn-7-news-miami/id367100181?mt=8""
"
"PRANKDIAL","TapFury LLC","#1 Prank Calling App! Over 150 million calls sent! 100% free.Send hilarious prank calls to your friends without saying a word!NEW FEATURES:- Live streaming of call (little buggy right now)- In App purchases to make more calls and features""I love it -  I got my boss really good with this""***** 5 stars ""lovin it - makes my day when I'm down""***** 5 stars ""I like it - Yo this app is mad funny""***** 5 stars2 free prank calls a day!More features coming soon:* More pranks* Listen to calls live as they happen* Get tokens to send more calls*currently only users from the USA and Canada can send free calls to their country*for entertainment purposes onlyBy downloading this app you agree to our Terms of Use: http://www.prankdial.com/termsPrivacy Policy: http://www.prankdial.com/privacy","Free","Entertainment","22.0 MB","TapFury LLC","2 stars","29 Ratings","https://itunes.apple.com/us/app/prankdial/id367287593?mt=8""
"
"3340 Weather","ABC 33/40","Detailed weather information for north central Alabama brought to you by Alabama's ABC 33/40.","Free","Weather","10.6 MB","ABC 33/40","2 stars","6 Ratings","https://itunes.apple.com/us/app/3340-weather/id419168262?mt=8""
"
"FancyKey for iOS 8 - Personalize your keyboard with cool Fonts, colorful Themes and beautiful Emoji Art","Pinssible Labs","Searching for a fully customizable keyboard? But missing out other important features like powerful auto-correct, emoji, emoji art, designer fonts and the most important thing - don’t want to allow access to your private chats? Also love the ""SWIPE"" feature ? So here you have found the solution:      !! FANCYKEY !! A keyboard that suits each and every user’s personality.Now with SWIPE input method added so that you go on typing without getting bored! Just use this keyboard once and we bet, you’ll never look back to other keyboards! We have features that every user craves for:• SWIPE input method with accurate predictions.• 50+ integrated themes and adding more periodically.• Set your favorite snap as theme.• Up to 100 funky fonts to choose from.• Several amazing fonts to choose from to display on keyboard.• Advanced auto-correct / auto-suggest engine powered by Adaptxt Technology.• Integrated Emoji / Emoticon Keyboard and auto-suggest Emoji as you type.• Integrated Emoji Art Keyboard, one tap to input nicely crafted Emoji compositions. • One-Handed Mode support for iPhone 6P.• Swipe Cursor support, just swipe on space bar to move the input position.• Ability to turn on / off keyboard click sound.• Support ‘shortcuts’ that are created in System Settings.• Layouts and typing behaviors conform to the default keyboard.• Fully functional without ""Full Access"" (Full Access is temporarily needed if you want to add a theme or language.) Think of any application where keyboard is used and there we are, supporting all types of applications!   Languages supported currently :EnglishFrenchGermanSpanishPortugueseItalianRussianDutchSwedishArabicHinglishNorwegianHebrewTurkishAnd adding more on your requests.We hope our keyboard changes your life from boring to interesting!If any compliments or complaints regarding the app, just drop a mail on this mail address- fancyKey@pinssible.com","Free","Utilities","36.0 MB","Wuhan Pinssible Netcom Science & Technology Co.,Ltd","5 stars","14350 Ratings","https://itunes.apple.com/us/app/fancykey-for-ios-8-personalize/id917547818?mt=8""
"
"Go gps app for navigators - search & share places with friends & work - social maps","David Goikoetxea","Fully compatible with Tomtom, Google Maps, Waze, Apple Maps, Sygic, Navigon, Motionx, Navfree, IGO Primo, GPS Nav2, Yandex, Telenav, AT&T; Nav, Verizon, GOkivo and Scout Navigators. You can use it with your favourite navigation systems.With this app you can search, send and share your location or your points of interest by Email, SMS, WhatsApp, Facebook, Twitter, iMessage...You'll be able to search by address, place or geographical coordinates. The app will immediately shows you a list of results below the search field in an easy and helpful way. The screen display is very intuitive and extremely easy to operate.You can find any street, a restaurant, any station, place or service.If you also have a compass, you can take the geographical coordinates and type them on the app.View any road, arrival point in a map or explore the area.You'll be able to edit the map points as you want.The app can be use offline with some navigation systems, without Internet or cell phone coverage, even when you are abroad.Built for iPhone and iPad.You can use it in your car with your favourite GPS navigation system, for example with Waze and with its traffic information. Also you can check the transit information with Google Maps, drive with Navigon and with its voice guidance, or with Tom Tom you can control the speed, routes, addresses, directions, police radar monitors, any camera or traps while you are driving your car, with these  and other GPS navigation system that works with this app, you can head your car to any destination or wherever you want.Right now, we are currently working to improve accessibility to Copilot, MapQuest… and other social networks.Find any place on Google or Bing and plan a trip, or make a week-planning for your commercial work, because this app will help you to commute to any place and make your life easier.You can use it in South America, for example in Mexico or Brazil, USA and Canada, Australia, all Europe including Russia, Africa, Asia and all over the globe.This app is the best way to save you a great amount of time and energy.","Free","Navigation","17.0 MB","David Goikoetxea","4 and a half stars","79 Ratings","https://itunes.apple.com/us/app/go-gps-app-for-navigators/id682438211?mt=8""
"
